player_name,shots,goals,assists,key_passes,match_id,match_date
Jennifer Patricia Beattie,1,0,0,0,3775584,2025-08-30
Jill Roord,5,1,0,3,3775584,2025-08-30
Jordan Nobbs,1,0,0,0,3775584,2025-08-30
Katie McCabe,1,0,1,4,3775584,2025-08-30
Kim Little,4,1,1,1,3775584,2025-08-30
Leah Williamson,3,0,0,2,3775584,2025-08-30
Leonie Maier,0,0,0,1,3775584,2025-08-30
Lisa Evans,1,0,0,1,3775584,2025-08-30
Lydia Grace Yilkari Williams,0,0,0,0,3775584,2025-08-30
Malin Gut,2,0,0,2,3775584,2025-08-30
Mollie Green,1,0,0,0,3775584,2025-08-30
Rachel Corsie,0,0,0,0,3775584,2025-08-30
Rebecca Holloway,0,0,0,0,3775584,2025-08-30
Stephanie-Elise Catley,0,0,0,0,3775584,2025-08-30
Vivianne Miedema,5,0,0,2,3775584,2025-08-30
Abbi Grant,0,0,0,0,3775618,2025-08-30
Amalie Vevle Eikeland,0,0,0,1,3775618,2025-08-30
Angharad James,5,0,0,1,3775618,2025-08-30
Brooke Chaplen,4,0,0,1,3775618,2025-08-30
Chloe Mccarron,0,0,0,0,3775618,2025-08-30
Christie Murray,0,0,0,0,3775618,2025-08-30
Claudia Walker,2,1,0,0,3775618,2025-08-30
Connie Scofield,0,0,0,1,3775618,2025-08-30
Danielle Carter,1,0,0,0,3775618,2025-08-30
Deanna Cooper,0,0,0,0,3775618,2025-08-30
Emma Mukandi,2,0,0,6,3775618,2025-08-30
Fara Williams,2,0,0,1,3775618,2025-08-30
Ga-Eul Jeon,0,0,0,0,3775618,2025-08-30
Georgia Brougham,0,0,0,1,3775618,2025-08-30
Grace Moloney,0,0,0,0,3775618,2025-08-30
Hannah Hampton,0,0,0,0,3775618,2025-08-30
Harriet Scott,0,0,0,0,3775618,2025-08-30
Jamie-Lee Napier,0,0,0,0,3775618,2025-08-30
Jessica Fishlock,3,0,0,3,3775618,2025-08-30
Kristine Leine,0,0,0,1,3775618,2025-08-30
Lauren Bruton,2,0,0,0,3775618,2025-08-30
Lucy Whipp,0,0,0,1,3775618,2025-08-30
Mollie Green,1,0,0,0,3775618,2025-08-30
Molly Bartrip,0,0,0,0,3775618,2025-08-30
Natasha Harding,2,0,0,0,3775618,2025-08-30
Rachel Corsie,1,0,0,0,3775618,2025-08-30
Rebecca Holloway,0,0,0,0,3775618,2025-08-30
Sarah Emma Mayling,0,0,1,0,3775618,2025-08-30
Anita Amma Ankyewah Asante,0,0,0,0,3775641,2025-08-30
Caroline Siems,1,0,0,0,3775641,2025-08-30
Chloe Arthur,2,0,0,1,3775641,2025-08-30
Chloe Mccarron,1,0,0,1,3775641,2025-08-30
Christie Murray,0,0,0,0,3775641,2025-08-30
Claudia Walker,2,1,0,1,3775641,2025-08-30
Connie Scofield,0,0,0,2,3775641,2025-08-30
Destiney Toussaint,0,0,0,0,3775641,2025-08-30
Diana Micaela Abreu de Sousa e Silva,0,0,0,0,3775641,2025-08-30
Elisha N''Dow,0,0,0,1,3775641,2025-08-30
Ella Franklin-Fraiture,0,0,0,0,3775641,2025-08-30
Emily Syme,0,0,0,0,3775641,2025-08-30
Emma Follis,1,0,0,1,3775641,2025-08-30
Emma Rose Kelly,1,0,0,0,3775641,2025-08-30
Georgia Brougham,0,0,0,1,3775641,2025-08-30
Hannah Hampton,0,0,0,0,3775641,2025-08-30
Harriet Scott,0,0,0,0,3775641,2025-08-30
Jodie Hutton,1,0,0,4,3775641,2025-08-30
Lisa Weiß,0,0,0,0,3775641,2025-08-30
Lucy Whipp,0,0,0,0,3775641,2025-08-30
Marisa Ewers,4,0,0,0,3775641,2025-08-30
Mollie Green,4,0,0,1,3775641,2025-08-30
Nadine Hanssen,1,0,0,1,3775641,2025-08-30
Rachel Corsie,0,0,0,0,3775641,2025-08-30
Ramona Petzelberger,1,0,0,0,3775641,2025-08-30
Rebecca Holloway,0,0,0,0,3775641,2025-08-30
Shania Hayles,1,0,0,2,3775641,2025-08-30
Stine Larsen,2,0,0,0,3775641,2025-08-30
Abbi Grant,1,0,0,0,3775636,2025-08-30
Abigail Harrison,0,0,0,0,3775636,2025-08-30
Aimee Palmer,1,0,0,0,3775636,2025-08-30
Carla Humphrey,2,0,0,0,3775636,2025-08-30
Charlie Wellings,1,0,0,3,3775636,2025-08-30
Chloe Logarzo,0,0,0,1,3775636,2025-08-30
Chloe Mccarron,0,0,0,0,3775636,2025-08-30
Christie Murray,1,1,0,1,3775636,2025-08-30
Claudia Walker,3,1,0,0,3775636,2025-08-30
Connie Scofield,0,0,2,1,3775636,2025-08-30
Destiney Toussaint,0,0,0,0,3775636,2025-08-30
Ebony Salmon,3,0,0,0,3775636,2025-08-30
Ella Jade Mastrantonio,0,0,0,0,3775636,2025-08-30
Emma Bissell,1,0,0,0,3775636,2025-08-30
Florence Allen,0,0,0,0,3775636,2025-08-30
Gemma Evans,0,0,0,0,3775636,2025-08-30
Georgia Brougham,0,0,0,0,3775636,2025-08-30
Hannah Hampton,0,0,0,0,3775636,2025-08-30
Harriet Scott,0,0,0,0,3775636,2025-08-30
Jamie-Lee Napier,0,0,0,0,3775636,2025-08-30
Jasmine Matthews,0,0,0,0,3775636,2025-08-30
Jemma Elizabeth Purfield,0,0,0,0,3775636,2025-08-30
Laura Rafferty,0,0,0,0,3775636,2025-08-30
Lucy Whipp,0,0,0,0,3775636,2025-08-30
Mollie Green,3,1,0,0,3775636,2025-08-30
Rachel Corsie,2,1,0,0,3775636,2025-08-30
Rebecca Holloway,0,0,0,2,3775636,2025-08-30
Sarah Emma Mayling,2,0,1,1,3775636,2025-08-30
Sophie Baggaley,0,0,0,0,3775636,2025-08-30
Yana Daniëls,0,0,0,0,3775636,2025-08-30
Abbey-Leigh Stringer,0,0,0,0,3775653,2025-08-30
Alexandra MacIver,0,0,0,0,3775653,2025-08-30
Alisha Lehmann,2,1,0,1,3775653,2025-08-30
Christie Murray,1,0,0,1,3775653,2025-08-30
Claire Emslie,1,1,1,0,3775653,2025-08-30
Claudia Walker,1,0,0,1,3775653,2025-08-30
Emily Murphy,0,0,0,0,3775653,2025-08-30
Emma Rose Kelly,1,0,0,0,3775653,2025-08-30
Hannah Hampton,0,0,0,0,3775653,2025-08-30
Harriet Scott,0,0,0,0,3775653,2025-08-30
Hayley Emma Raso,0,0,1,0,3775653,2025-08-30
Isobel Mary Christiansen,1,0,0,0,3775653,2025-08-30
Jamie-Lee Napier,1,0,0,0,3775653,2025-08-30
Jill Scott,2,1,0,0,3775653,2025-08-30
Lucy Hope,0,0,0,0,3775653,2025-08-30
Lucy Whipp,0,0,0,0,3775653,2025-08-30
Maéva Clemaron,0,0,0,0,3775653,2025-08-30
Megan Finnigan,0,0,0,1,3775653,2025-08-30
Mollie Green,0,0,0,0,3775653,2025-08-30
Nicoline Sørensen,0,0,0,0,3775653,2025-08-30
Poppy Pattinson,0,0,0,1,3775653,2025-08-30
Rebecca Holloway,0,0,0,0,3775653,2025-08-30
Rikke Læntver Sevecke,0,0,0,0,3775653,2025-08-30
Ruby Mace,0,0,0,1,3775653,2025-08-30
Ruesha Littlejohn,1,0,0,1,3775653,2025-08-30
Sarah Emma Mayling,1,0,0,0,3775653,2025-08-30
Simone Magill,1,1,0,0,3775653,2025-08-30
Tinja-Riikka Tellervo Korpela,0,0,0,0,3775653,2025-08-30
Valérie Gauvin,1,0,0,0,3775653,2025-08-30
Abigail Harrison,1,0,0,4,3775654,2025-08-30
Aimee Palmer,0,0,0,0,3775654,2025-08-30
Carla Humphrey,3,0,0,0,3775654,2025-08-30
Charlie Wellings,3,1,0,0,3775654,2025-08-30
Christie Murray,2,1,0,2,3775654,2025-08-30
Claudia Walker,3,0,0,1,3775654,2025-08-30
Ebony Salmon,2,0,0,0,3775654,2025-08-30
Ella Jade Mastrantonio,0,0,0,2,3775654,2025-08-30
Faye Bryson,1,0,0,0,3775654,2025-08-30
Gemma Evans,0,0,0,0,3775654,2025-08-30
Georgia Brougham,1,0,0,0,3775654,2025-08-30
Hannah Hampton,0,0,0,0,3775654,2025-08-30
Harriet Scott,0,0,0,0,3775654,2025-08-30
Jamie-Lee Napier,2,0,0,1,3775654,2025-08-30
Jemma Elizabeth Purfield,0,0,0,1,3775654,2025-08-30
Kiera Skeels,0,0,0,0,3775654,2025-08-30
Lucy Whipp,1,0,0,1,3775654,2025-08-30
Molly Pike,1,0,0,1,3775654,2025-08-30
Rebecca Holloway,1,0,0,1,3775654,2025-08-30
Ruby Mace,2,0,0,0,3775654,2025-08-30
Ruesha Littlejohn,2,0,0,1,3775654,2025-08-30
Sarah Emma Mayling,1,0,1,3,3775654,2025-08-30
Sophie Baggaley,0,0,0,0,3775654,2025-08-30
Yana Daniëls,1,0,0,0,3775654,2025-08-30
Cecilie Redisch Kvamme,0,0,0,3,3775643,2025-08-30
Christie Murray,1,0,0,0,3775643,2025-08-30
Claudia Walker,2,0,0,1,3775643,2025-08-30
Courtney Brosnan,0,0,0,0,3775643,2025-08-30
Dagný Brynjarsdóttir,0,0,0,0,3775643,2025-08-30
Emily Louise van Egmond,4,1,1,0,3775643,2025-08-30
Emily Murphy,1,1,0,1,3775643,2025-08-30
Gemma Lawley,0,0,0,0,3775643,2025-08-30
Georgia Brougham,0,0,0,0,3775643,2025-08-30
Gilly Louise Scarlett Flaherty,0,0,0,2,3775643,2025-08-30
Grace Fisk,0,0,0,0,3775643,2025-08-30
Hannah Hampton,0,0,0,0,3775643,2025-08-30
Hawa Cissoko,0,0,0,0,3775643,2025-08-30
Jamie-Lee Napier,2,0,0,0,3775643,2025-08-30
Kate Longhurst,1,0,0,0,3775643,2025-08-30
Katerina Svitková,3,1,0,1,3775643,2025-08-30
Kenza Dali,1,0,0,1,3775643,2025-08-30
Laura Vetterlein,2,0,0,0,3775643,2025-08-30
Lucy Whipp,0,0,0,0,3775643,2025-08-30
Martha Thomas,4,0,0,1,3775643,2025-08-30
Mayumi Pacheco,0,0,0,0,3775643,2025-08-30
Mollie Green,0,0,0,0,3775643,2025-08-30
Rebecca Holloway,0,0,0,0,3775643,2025-08-30
Ruby Mace,1,1,0,0,3775643,2025-08-30
Ruesha Littlejohn,1,0,0,0,3775643,2025-08-30
Sarah Emma Mayling,0,0,1,1,3775643,2025-08-30
Abbie McManus,0,0,0,0,3764237,2025-08-30
Alessia Russo,4,0,1,0,3764237,2025-08-30
Amy Turner,0,0,0,1,3764237,2025-08-30
Christie Murray,0,0,0,1,3764237,2025-08-30
Claudia Walker,2,1,0,0,3764237,2025-08-30
Connie Scofield,0,0,0,0,3764237,2025-08-30
Destiney Toussaint,0,0,0,0,3764237,2025-08-30
Ella Toone,6,1,1,1,3764237,2025-08-30
Emma Rose Kelly,1,0,0,0,3764237,2025-08-30
Georgia Brougham,0,0,0,0,3764237,2025-08-30
Hannah Hampton,0,0,0,0,3764237,2025-08-30
Harriet Scott,2,0,0,1,3764237,2025-08-30
Hayley Ladd,0,0,0,0,3764237,2025-08-30
Jackie Groenen,2,0,1,1,3764237,2025-08-30
Jane Ross,2,1,0,1,3764237,2025-08-30
Katie Zelem,2,1,0,2,3764237,2025-08-30
Kirsty Hanson,5,2,1,2,3764237,2025-08-30
Kirsty Smith,0,0,0,0,3764237,2025-08-30
Leah Galton,2,0,0,4,3764237,2025-08-30
Lotta Ökvist,0,0,0,0,3764237,2025-08-30
Lucy Whipp,0,0,0,1,3764237,2025-08-30
Mary Alexandra Earps,0,0,0,0,3764237,2025-08-30
Millie Turner,1,0,0,0,3764237,2025-08-30
Mollie Green,1,0,0,0,3764237,2025-08-30
Ona Batlle Pascual,1,0,0,2,3764237,2025-08-30
Rachel Corsie,0,0,0,0,3764237,2025-08-30
Rebecca Holloway,0,0,0,0,3764237,2025-08-30
Sarah Emma Mayling,0,0,0,1,3764237,2025-08-30
Amy Turner,0,0,0,1,3775594,2025-08-30
